Name,Address,Latitude,Longitude,Tel,Image_URL
몽그레 월정리점,제주특별자치도 제주시 구좌읍 해맞이해안로 400,33.5290971,126.8463777,(+82) 064-744-8224,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/aa369840-3b82-499c-a96f-c6896a2355b0.jpg"""
몽생이,제주특별자치도 제주시 한경면 녹차분재로 628,33.3246675,126.2604681,(+82) 064-772-3886,"""https://api.cdn.visitjeju.net/photomng/imgpath/201909/24/603b5ea2-3cae-4f1f-99e6-159afb00ff1d.jpg"""
묘한상점 묘한카페,제주특별자치도 서귀포시 성산읍 시흥상동로 87,33.4763328,126.8962817,(+82)  010-3311-0525,"""https://api.cdn.visitjeju.net/photomng/imgpath/201812/27/a927b9f3-b172-4018-a292-6b09d2600b6a.jpg"""
무로이 신화월드점,제주특별자치도 서귀포시 안덕면 동광본동로 21,33.3074121,126.3365942,(+82) 070-5111-9979,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/9783a333-d682-4bd1-8efd-ef8b1b98a320.jpg"""
무상찻집,제주특별자치도 제주시 서광로5길 10,33.501001,126.5143949,(+82) 010-9314-6075,"""https://api.cdn.visitjeju.net/photomng/imgpath/201809/17/c9a67be2-3205-4473-90db-499f435d303c.jpg"""
무진장회식당,제주특별자치도 제주시 서광로2길 11-9,33.499173,126.5136467,(+82) 0507-1377-6881,"""https://api.cdn.visitjeju.net/photomng/imgpath/202307/13/a4ec82d3-c00b-4998-98ac-7a8bc3614b30.jpg"""
문게야,제주특별자치도 제주시 동광로23길 23,33.5118731,126.5435474,(+82) 064-757-0068,"""https://api.cdn.visitjeju.net/photomng/imgpath/201807/04/a3fda1e6-ab0c-4ff3-ac2c-e5838616fed2.jpg"""
문쏘,제주특별자치도 제주시 한림읍 한림상로 15-5,33.4056365,126.2567624,(+82) 010-3318-0579,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/24/5d5846ec-20d1-4380-991c-400cb23c93ae.jpg"""
문어빵굽는 문빵9 서귀포올레시장,제주특별자치도 서귀포시 중앙로62번길 18,33.2501737,126.5634281,(+82) --,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5d87013a-5abf-46fc-9168-f4821185227a.jpg"""
문치비 본점,제주특별자치도 서귀포시 신서로32번길 14,33.2528793,126.5060312,(+82) 064-739-2560,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/4e8d8a75-b997-4bba-ad58-9337d76a171b.jpg"""
물항식당 탑동점,제주특별자치도 제주시 임항로 37-4,33.5169396,126.5290956,(+82) 064-755-2731,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/f6f359a1-c090-4632-9e6e-c3a32f7c34cd.jpg"""
미깡창고,제주특별자치도 제주시 애월읍 중산간서로 6710-1,33.4602891,126.4452289,(+82) 0507-1408-1506,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/5e3cc46a-0f1f-415e-8895-8e2dee0f7994.jpg"""
미나리,제주특별자치도 제주시 삼무로11길 34,33.4905763,126.4957228,(+82) 0507-1368-3625,"""https://api.cdn.visitjeju.net/photomng/imgpath/202001/29/9471f7e1-83d9-4c51-82ef-dade48a78d6b.jpg"""
미도식당,제주특별자치도 서귀포시 안덕면 사계남로216번길 11,33.232643,126.3094789,(+82) 064-794-0642,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/8e4762cb-bbe6-4e89-8806-21aba2574669.jpg"""
미드나잇 제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,33.3060039,126.3118145,(+82) 064-909-2204,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/587469bb-5efb-4b4e-8c6c-09c8129f54dc.jpg"""
미래뷔페정식,제주특별자치도 서귀포시 516로 200,33.2708009,126.5857493,(+82) 064-733-1031,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/56ef9a40-1386-4247-a27a-f82f4fe09737.jpg"""
미리로,제주특별자치도 제주시 테우해안로 136 2층,33.4976686,126.4484199,(+82) 0507-1364-8287,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/dc9b3ce8-eb0a-4c03-932b-9e58f8bb81eb.jpg"""
미미국수,제주특별자치도 제주시 삼성로 39,33.5066911,126.5298545,(+82) 064-748-5678,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/c25165ad-56a7-4ac4-89d4-75fbd749a4c9.jpg"""
미번베트남쌀국수,제주특별자치도 제주시 한림읍 한림로5길 23,33.4146749,126.2613245,(+82) 064-796-7137,"""https://api.cdn.visitjeju.net/photomng/imgpath/201903/26/5c14a383-575c-47a9-9d4c-f38d308303f3.jpg"""
미베이커리카페,제주특별자치도 서귀포시 이어도로 780,33.2358654,126.4987612,(+82) 064-738-6812,"""https://api.cdn.visitjeju.net/photomng/imgpath/202303/10/730c6d7c-88cb-4949-8ee8-9d16037f405e.jpg"""
미복빈대떡,제주시 신대로16길 49,33.4867597,126.4912337,(+82) 064-746-2002,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/03/9489d27a-103a-4d06-b065-8b81cb527cff.jpg"""
미쁜제과,제주특별자치도 서귀포시 대정읍 도원남로 16,33.2691605,126.1800592,(+82),"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/17788526-b555-4a48-a03a-e598a7994969.jpg"""
미소짓는 흑도야지,제주특별자치도 제주시 일주서로 7682,33.4938375,126.4672444,(+82) 064-746-0059,"""https://api.cdn.visitjeju.net/photomng/imgpath/202307/14/c4337ec8-568a-4179-a63f-27a41a17fb13.jpg"""
미스칠,제주특별자치도 제주시 일주서로 7831,33.4939617,126.4833868,(+82) 064-748-8007,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/22/5a0e9b6d-b03d-4369-bb96-c95d0a283e14.jpg"""
미스커피,제주특별자치도 서귀포시 남원읍 남태해안로 533,33.2890558,126.7513597,(+82) 0507-1471-5025,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/d0b3f71c-b7c3-49a1-85c7-728804ae75c7.jpg"""
미스터크랩,제주특별자치도 서귀포시 남원읍 남태해안로 533,33.2890558,126.7513597,(+82) 064-764-5004,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/3dada4c6-150c-4e69-b3d2-4ea8955ae2d1.jpg"""
미스틱3도,제주특별자치도 제주시 1100로 2894-49 1층,33.4499557,126.4876618,(+82) 0507-1312-2905,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/c3609048-1913-4444-9eb3-82c2d7c7a71a.jpg"""
미쎄스 올리브,제주특별자치도 서귀포시 법환상로2번길 97-18,33.2475769,126.5117958,(+82) 064-739-8300,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/f5154357-ce68-4652-ba13-6358fb6a8d7f.jpg"""
미인빵,제주특별자치도 제주시 아란9길 12,33.4725818,126.5442911,(+82) 064-702-0450,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/966d4513-16a2-44ea-8171-2708fc62f972.jpg"""
미쿠니,제주특별자치도 제주시 서흘길 41,33.5290919,126.58961,(+82),"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/df3a8d9d-d2ec-4ae9-ac9d-b13752e6f1dc.jpg"""
미풍해장국 본점,제주특별자치도 제주시 중앙로14길 13,33.5112879,126.5228854,(+82) 064-758-7522,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/26/4dbc20c0-91d6-419e-acda-1e6caa17faf8.jpg"""
미풍해장국 서귀포직영점,제주특별자치도 서귀포시 신동로27번길 12-4,33.2513103,126.5116763,(+82) 064-738-8851,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/68b0c617-a429-4049-b3a1-8db21c6fc712.jpg"""
민봉태중화요리,제주특별자치도 제주시 연삼로 776 (화북이동),33.5022936,126.563904,(+82) 064-757-5708,"""https://api.cdn.visitjeju.net/photomng/imgpath/201909/11/4da9a901-2e6d-419a-b711-2374037e9443.jpg"""
밀리우,제주특별자치도 서귀포시 표선면 민속해안로 537,33.3233757,126.8447677,(+82) 064-780-8328,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a59cbf1d-c940-4c8c-b591-28345eb7ca5a.jpg"""
바끄레카페,제주특별자치도 서귀포시 중앙로 105,33.2539833,126.5599925,(+82) 064-763-2297,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/07/bc24961e-3ed1-4718-adf5-3d1c9f4a73d3.jpg"""
바닐라파레트,제주특별자치도 제주시 진군길 56-2,33.4771383,126.4806007,(+82) 010-9074-7846,"""https://api.cdn.visitjeju.net/photomng/imgpath/201809/19/04c65d70-a7d8-4cf5-8101-ecf91e3f09a5.jpg"""
바다가는길,제주특별자치도 서귀포시 남성중로 40,33.2394153,126.5584767,(+82) 064-732-3008,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/ee3a1326-9b9c-4ac4-b35d-05bf37302da9.jpg"""
바다를 본 돼지,제주특별자치도 서귀포시 칠십리로 123,33.2431344,126.5675779,(+82) 064-900-1005,"""https://api.cdn.visitjeju.net/photomng/imgpath/201903/11/87db66dd-039f-4f8d-8892-9869aeeac479.jpg"""
바다바라,제주특별자치도 서귀포시 중문관광로72번길 29-51,33.2459369,126.4126699,(+82) 0507-1335-8884,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/6bc80877-3b82-43ca-af53-9f9c12c1cdf9.jpg"""
바다보는날,제주특별자치도 제주시 애월읍 애월해안로 722,33.4838821,126.3779994,(+82) 0507-1352-7411,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/3efb00aa-b176-4ba3-8220-00e8c1a07aa5.jpg"""
바다어멍,"제주특별자치도 서귀포시 명동로 45 (서귀동, 바원에스클래스) 바다어멍",33.2478362,126.5668216,(+82) 064-733-4542,"""https://api.cdn.visitjeju.net/photomng/imgpath/202210/04/a52d855f-986c-49f8-a4ad-ed75346deb43.jpg"""
바다잔치,제주특별자치도 제주시 탑동로 79,33.517644,126.5168421,(+82) 064-702-8989,"""https://api.cdn.visitjeju.net/photomng/imgpath/201911/01/4c74279e-8c8a-489c-871f-aa57cab47fc5.jpg"""
바다제비,제주특별자치도 제주시 한림읍 한림로 640,33.4133203,126.2620864,(+82),"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/d9dce59e-a672-4e73-b2b9-677307c8b055.jpg"""
바다해찬,제주특별자치도 제주시 한림읍 한림로 326,33.3926776,126.2399079,(+82) 0507-1367-6261,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/0c7560a9-2db4-4d69-9ec2-473a100fdb9c.jpg"""
바당국수,제주특별자치도 서귀포시 중앙로48번길 43,33.2504424,126.5655915,(+82) 064-733-9259,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/bd625492-c35d-4393-9cb1-003a17caa275.jpg"""
바당길,제주특별자치도 제주시 한림읍 한림서길 18,33.4097631,126.258533,(+82) 064-796-1658,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/5a3d9d40-6393-452d-9f0a-bddfbe36d989.jpg"""
바라나시 책골목,제주시 동한두기길 35-2,33.5163251,126.5151884,(+82) 010-7599-9720,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/08/199bc953-a871-4417-b009-d12d6b220f0c.jpg"""
바람과바다,제주특별자치도 제주시 조천읍 조함해안로 174,33.5508067,126.6419192,(+82) 010-6592-5949,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/69f4f36e-26fd-4859-9907-be9223c4141e.jpg"""
바람이풀에그림그린날,안덕면 감산서로 59,33.257872,126.3498782,(+82) 064-792-3657,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/381bed03-d1c0-432f-827a-044361c7f551.jpg"""
바람카페,제주특별자치도 제주시 516로 3041-15,33.4468007,126.5546906,(+82) 070-7799-1103,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/413ccea1-92ba-467c-a43b-66e273a7700f.jpg"""
바램목장&카페,제주특별자치도 서귀포시 안덕면 신화역사로 611,33.3112276,126.3526843,(+82),"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/50689b26-007a-4425-b5c8-2af1e86b157e.jpg"""
바로족발보쌈 별관,제주특별자치도 제주시 진군중길 3,33.4785035,126.4796464,(+82) 064-744-5586,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/07af4d89-82de-4744-956d-6301fe372f69.jpg"""
바로족발보쌈 본점,제주특별자치도 제주시 진군1길 25,33.4788779,126.4793576,(+82) 064-744-5585,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/1930e695-049b-404c-865d-bcc66f7eeb40.jpg"""
바론,제주특별자치도 제주시 신광로1길 14,33.4931178,126.4933114,(+82) 064-742-4885,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/25/da327c7d-9eb6-45a5-8e55-c0a13e61955b.jpg"""
바르왓,제주특별자치도 제주시 한림읍 한림남길 24,33.4097276,126.2689374,(+82) 064-796-4588,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/14/93c0a157-2840-4060-8e96-9dd5746e42a5.jpg"""
바미아일랜드,제주특별자치도 제주시 구좌읍 해맞이해안로 474-1,33.5290971,126.8463777,(+82) 064-782-4741,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/65ca1b26-8da1-432d-b9d2-59996dd5d951.jpg"""
바보라면,제주특별자치도 제주시 구좌읍 해맞이해안로 1016,33.5290971,126.8463777,(+82) 064-784-1160,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/b62393b0-1a7d-4add-b08a-e579ef80ab83.jpg"""
바삭 신서귀포점,제주특별자치도 서귀포시 김정문화로 5,33.2525546,126.5053592,(+82) 064-738-0911,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/77286551-a197-4758-b887-8b60cfd6cf1d.jpg"""
바우네나주곰탕 삼화점,제주특별자치도 제주시 삼봉로 47,33.517199,126.5889274,(+82) 064-723-0882,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/ef5e7ce5-5fd7-419c-92a4-e7c96be9c0fe.jpg"""
바움하우스,제주특별자치도 제주시 서해안로 448,33.5176843,126.4875273,(+82) 0507-1384-8857,"""https://api.cdn.visitjeju.net/photomng/imgpath/202208/31/367e1f74-8be2-4520-81f7-c0f2b346dcf5.jpg"""
바위소리,제주특별자치도 제주시 우도면 우도해안길 1112,33.4976913,126.9690072,(+82) 010-5381-8821,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/07/87df4954-38d4-44a1-bffa-39551d33c8df.jpg"""
바이러닉 에스프레소바 제주점,제주특별자치도 제주시 테우해안로 96,33.4977022,126.4445789,(+82) 010-4512-4255,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/04342c65-6623-4966-a72e-e98724889097.jpg"""
바캉스샤브샤브,제주특별자치도 제주시 조천읍 신북로 595,33.5400901,126.6730893,(+82) 064-784-4645,"""https://api.cdn.visitjeju.net/photomng/imgpath/201911/05/881e95bb-b774-4963-bf20-4d7d6c6a5d88.jpg"""
바코,제주특별자치도 제주시 조천읍 선진길 83,33.4585694,126.7106576,(+82) 064-782-6668,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/14/0fa6b60a-fbd0-4832-9631-a48c49b24eba.jpg"""
박장군,서귀포시 안덕면 중산간서로 2120,33.2841538,126.2989242,(+82) 064-792-0099,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/08/a794015f-eeb4-413e-aa87-f5577d66dd99.jpg"""
방듸,제주특별자치도 제주시 남광로 9,33.4925794,126.5371184,(+82) 0507-1357-3541,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5aaeadb7-18f7-4bb4-9655-0d7e20e1626f.jpg"""
방모루,제주특별자치도 제주시 구좌읍 김녕로21길 7,33.5566058,126.755365,(+82) 010-2691-5862,"""https://api.cdn.visitjeju.net/photomng/imgpath/201911/18/0864cedf-86ef-4409-ae95-747a56960b6e.jpg"""
배롱개,제주특별자치도 제주시 구좌읍 해맞이해안로 434,33.5290971,126.8463777,(+82) 064-784-0030,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f6252269-e7c5-45d0-8138-5a5fb3af430a.jpg"""
배롱정원,제주특별자치도 제주시 한림읍 협재4길 19,33.3929807,126.2415887,(+82) 0507-1318-7766,"""https://api.cdn.visitjeju.net/photomng/imgpath/202308/17/2ead6b3c-2448-4691-ab35-1792a5811772.jpg"""
백기해녀의 집,제주특별자치도 서귀포시 성산읍 일출로 88-19,33.4489146,126.9227327,(+82) 064-782-0673,"""https://api.cdn.visitjeju.net/photomng/imgpath/202301/16/1b31f3e6-be62-4ee9-af1d-28357ced8cea.jpg"""
백록집,제주특별자치도 제주시 조천읍 함덕로 24,33.5418001,126.6726989,(+82) 0507-1385-6013,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/13b5cdc4-7e6f-477d-bf49-6d9f4615843d.jpg"""
백리향,제주특별자치도 제주시 조천읍 신북로 244,33.5369782,126.6384908,(+82) 064-784-9600,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/9fabfced-2d6b-4d96-a5f9-fc3c2b70a86f.jpg"""
백번가든,제주특별자치도 제주시 애월읍 애월로 120,33.4643532,126.3199555,(+82) 064-799-6900,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fc27c4f8-5771-4716-afae-bd7f961e5764.jpg"""
백수당,제주특별자치도 제주시 구좌읍 월정1길 63,33.5565505,126.7935542,(+82) 0507-1371-9389,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/d33e16ee-1458-4587-b4e0-f159a410cdd8.jpg"""
뱅인타코,제주특별자치도 서귀포시 대정읍 에듀시티로 74 상가동 101호,33.2895343,126.2819869,(+82) 0507-1374-7949,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/929ec7d5-a7c8-472a-bacc-e18b69205a04.jpg"""
버거307,제주특별자치도 제주시 조천읍 조함해안로 504,33.5423944,126.6668712,(+82) 064-784-9322,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/04/7fda592a-0f53-483e-9ae7-a43ef570cc84.jpg"""
버거307 협재점,제주특별자치도 제주시 한림읍 한림로 330,33.392976,126.2402397,(+82) 064-796-1701,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/07/680ee902-d670-45af-be63-df9a4d6b785f.jpg"""
버거요제주본점,제주특별자치도 제주시 한림읍 귀덕11길 43,33.4464099,126.2963864,(+82) 064-796-0220,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/23/366df28b-4083-4551-8a69-d2d2f73b4547.jpg"""
버터넛,제주특별자치도 제주시 광양9길 32,33.5008055,126.5329397,(+82) 064-725-9485,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/03a439d5-ab70-43a0-b2b7-7737bb64a21c.jpg"""
번개피자,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항공우주박물관 3층,33.304371,126.2997401,(+82) 064-792-0913,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8b7a5f47-6f37-4525-831a-9942d57320e0.jpg"""
범섬앞어촌계횟집,제주특별자치도 서귀포시 막숙포로 61,33.2357887,126.5151293,(+82) 064-739-1674,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/07/f41acf67-ec65-4904-b469-be4c50a5fd99.jpg"""
벙커하우스,제주특별자치도 서귀포시 막숙포로41번길 66,33.2405833,126.5191222,(+82) 0507-1358-0803,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/e1630f66-efb3-4570-baa0-ebc322d88b8b.jpg"""
베메로 bake make roast,제주특별자치도 서귀포시 중문관광로72번길 29-9 신우성타운 내 라동,33.2496106,126.4111785,(+82) 064-738-7832,"""https://api.cdn.visitjeju.net/photomng/imgpath/202012/17/f324b4c6-67bf-452d-a3b2-7a304e4a02e5.jpg"""
베이글림림,제주특별자치도 제주시 구좌읍 월정1길 27,33.5543643,126.7907078,(+82) 0507-1477-1398,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/1cf5557a-ee80-4735-8640-6290be1758da.jpg"""
베이커리 포그,제주특별자치도 제주시 아란7길 10,33.4746065,126.5443984,(+82) 064-753-0452,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/29/e7f64669-9afd-4303-bcd8-31305629babe.jpg"""
베이크샵스니프,제주특별자치도 서귀포시 신서귀로 32,33.25176,126.5110849,(+82) 070-8845-0727,"""https://api.cdn.visitjeju.net/photomng/imgpath/201903/12/cd2872d6-f8a1-4cf2-af17-885c4dab9a53.jpg"""
베지그랑,서귀포시 효돈로170번길 20,33.2621495,126.6164103,(+82) 064-732-1379,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/03/5d8e4c0d-efbd-4101-9b04-dc6b12e79c97.jpg"""
베트남 전통 쌀국수,제주특별자치도 제주시 평전1길 16,33.5006049,126.5176712,(+82) 064-757-9795,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/05/d828cc31-45a9-4a8e-82f0-6d1ff78956e2.jpg"""
벨라지다,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,33.3013434,126.3206556,(+82) 064-792-1112,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/1c043601-4754-48a1-acf8-ee6f24d7c5ea.jpg"""
벨진밧,제주특별자치도 서귀포시 대정읍 보성구억로 220-1,33.2703876,126.2789781,(+82) 064-794-0121,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/ee49bedd-c86c-425b-b63f-4ce30506f055.jpg"""
별난카페,제주특별자치도 서귀포시 안덕면 녹차분재로 199,33.2996897,126.293478,(+82) 064-792-7227,"""https://api.cdn.visitjeju.net/photomng/imgpath/201807/03/7b60862d-bb7c-44a4-853e-8ffee5822c1c.jpg"""
별오름 노형점,제주특별자치도 제주시 1100로 3213-27,33.4759882,126.4815183,(+82) 064-745-9289,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/51901d89-00fc-468f-a9b8-c2edecd8652a.jpg"""
병천한가네순대국밥,제주특별자치도 서귀포시 중산간동로 8359,33.2608547,126.5236781,(+82) 064-738-5878,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/7e278aff-bb84-4f76-ba10-8196524e265c.jpg"""
볕이드는곳벧디,제주특별자치도 제주시 은수길 65,33.4714991,126.4880975,(+82) 0507-877-3634,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/085633d6-798c-41c2-892b-754122f2c8e6.jpg"""
보라네,제주특별자치도 제주시 추자면 추자로 96,33.9595865,126.2964275,(+82) 064-744-4305,"""https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/d39ba054-ca9e-4e89-a3a9-bdb79c6de24f.jpg"""
보래드베이커스,제주특별자치도 서귀포시 보목로64번길 178,33.2444011,126.5906654,(+82) 064-735-1450,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/05/7fea925e-53d4-49b2-9835-97ab3f8d323f.jpg"""
보룡제과,제주특별자치도 서귀포시 성산읍 고성오조로 48-1,33.4480163,126.9152064,(+82) 064-782-5472,"""https://api.cdn.visitjeju.net/photomng/imgpath/202203/11/b10f959e-15a6-422f-a1d5-c18693897175.jpg"""
보름숲,제주특별자치도 서귀포시 1100로 255,33.2693187,126.4465587,(+82) 0507-1484-1041,"""https://api.cdn.visitjeju.net/photomng/imgpath/202211/14/2e62dd33-2a0d-4625-bb54-84f1e890a431.jpg"""
보말과풍경,제주특별자치도 서귀포시 대정읍 하모중앙로 17,33.2266242,126.2527992,(+82) 064-792-5400,"""https://api.cdn.visitjeju.net/photomng/imgpath/202205/31/0ea433af-f900-418d-ab75-f82bafb4fdca.jpg"""
보말보말,제주특별자치도 제주시 애월읍 애월로 57,33.4637365,126.3135065,(+82) 064-799-5857,"""https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/2ea4e4be-4a70-44c9-93e8-64a54ee400ae.jpg"""
보말이네,제주특별자치도 제주시 애월읍 유수암평화5길 51,33.4234936,126.404237,(+82) 064-799-0222,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/64a6bbb5-ad78-498c-b8ad-05460e1fc44f.jpg"""
보말이야기,제주특별자치도 제주시 한림읍 비양도길 14-3,33.4059749,126.229001,(+82) 064-796-8422,"""https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5035b7a9-84f7-4f53-b70a-8cf62c264782.jpg"""
보틀앤볼,제주특별자치도 서귀포시 일주동로 8712-2,33.2527824,126.5574456,(+82) 064-733-6969,"""https://api.cdn.visitjeju.net/photomng/imgpath/201807/17/d33ba3ab-15b0-4fc7-b1eb-37d05b0a69c5.jpg"""
복단지식당,제주특별자치도 제주시 한림읍 한림북동길 26,33.4174102,126.2639547,(+82) 064-753-0079,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/18/304705bc-7b63-439f-954f-71be09fe7666.jpg"""
본가 1호점,제주특별자치도 제주시 도남로 101,33.4912754,126.5285424,(+82) 064-724-8588,"""https://api.cdn.visitjeju.net/photomng/imgpath/201910/08/6aa99947-9b93-4bc8-8e4b-7494d8297238.jpg"""
본돈,제주특별자치도 서귀포시 중동로48번길 9,33.2497055,126.5667302,(+82) 010-8081-5150,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/07d4d4a3-8551-4c26-a93e-b30a6ee9a6dd.jpg"""
본디국수,제주특별자치도 제주시 중앙로 276,33.4954612,126.5324313,(+82) 064-755-1199,"""https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/8c822d33-aeca-4b8f-83a7-94a146af7717.jpg"""
본보이즈,제주특별자치도 제주시 애월읍 애월로 24,33.4627257,126.3184262,(+82) 064-799-0700,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/25/18de36d3-43b5-4e63-b37b-7a43baf5f96d.jpg"""
본카페,제주특별자치도 제주시 애월읍 애월해안로 179,33.4677759,126.332037,(+82) 064-799-5789,"""https://api.cdn.visitjeju.net/photomng/imgpath/202212/15/9c7bb2e7-2103-4a5f-ac79-f87bb0748776.jpg"""
볼고롱짬뽕,제주특별자치도 서귀포시 서호로 40-1,33.2576548,126.5228518,(+82) 064-762-8333,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/669dcaf8-50be-4acf-ba6a-8b1d56f8d184.jpg"""
볼스카페,제주특별자치도 서귀포시 일주서로 626,33.2533157,126.4425765,(+82) 070-7779-1981,"""https://api.cdn.visitjeju.net/photomng/imgpath/201810/22/a7980bb8-4210-4842-8173-fc1ebbd82d21.jpg"""
봄벳,제주특별자치도 서귀포시 상예로 248,33.2666985,126.3942204,(+82) 010-2698-2235,"""https://api.cdn.visitjeju.net/photomng/imgpath/202306/02/a385419a-0823-423f-b2cb-b3df94dd7442.jpg"""
봄소풍김밥,제주특별자치도 제주시 우정로4길 4,33.4915627,126.4306076,(+82) 064-904-1191,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/31/943efc3d-93ca-470e-b42f-ac5d129fc2da.jpg"""
봉골레밥상,제주특별자치도 제주시 추자면 대서3길 40,33.9629426,126.2946303,(+82) 064-744-5007,"""https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/5239d0b0-938f-4380-9c9c-e844daf11461.jpg"""
봉성식당,제주특별자치도 제주시 애월읍 봉성로 66,33.4187345,126.3126468,(+82) 064-799-0011,"""https://api.cdn.visitjeju.net/photomng/imgpath/202305/19/75acbe69-7fb9-485a-b334-8e47d0ae53dd.jpg"""
봉순이네 흑돼지,제주특별자치도 서귀포시 대정읍 영어도시로 64,33.277758,126.2796102,(+82) 064-792-2030,"""https://api.cdn.visitjeju.net/photomng/imgpath/202307/03/072b3b6c-74fb-4ecc-b78b-fddeeb55d846.jpg"""
